Time,GuHCl_Denature_A214,GuHCl_Denature_A280,Histone_A214,Histone_A280,Histone_Heat_Denatured_A214,Histone_Heat_Denatured_A280,GuHCl_Refolded_A214,GuHCl_Refolded_A280,SEC_Standard_A214,SEC_Standard_A280
0.8708333333,-5.55896759,-0.5135536194,-3.532886505,0.1459121704,-0.5574226379,0.1187324524,-0.8945465088,0.06771087646,0.7991790771,0.608921051
0.8775,-5.124568939,-0.5106925964,-3.540992737,0.147819519,-0.572681427,0.1225471497,-0.9183883667,0.07295608521,0.8211135864,0.617980957
0.8841666667,-4.707336426,-0.509262085,-3.551959991,0.1492500305,-0.5826950073,0.1244544983,-0.9236335754,0.07724761963,0.8502006531,0.6289482117
0.8908333333,-4.313468933,-0.5068778992,-3.554344177,0.147819519,-0.590801239,0.1239776611,-0.9169578552,0.08106231689,0.8893013,0.6413459778
0.8975,-3.925323486,-0.5025863647,-3.557682037,0.1473426819,-0.6074905396,0.1215934753,-0.9269714355,0.08344650269,0.9446144104,0.6537437439
0.9041666667,-3.517150879,-0.4959106445,-3.56054306,0.1487731934,-0.6170272827,0.1177787781,-0.9398460388,0.08583068848,0.9851455688,0.66614151
0.9108333333,-3.109931946,-0.4897117615,-3.562927246,0.1502037048,-0.6265640259,0.1153945923,-0.9565353394,0.08726119995,1.016139984,0.6790161133
0.9175,-2.686977386,-0.4811286926,-3.576755524,0.1516342163,-0.6217956543,0.114440918,-0.9574890137,0.08773803711,1.034736633,0.6918907166
0.9241666667,-2.249717712,-0.4706382751,-3.588199615,0.1535415649,-0.6036758423,0.114440918,-0.9665489197,0.08821487427,1.047611237,0.7042884827
0.9308333333,-1.777172089,-0.4591941833,-3.595352173,0.1587867737,-0.5688667297,0.1139640808,-0.9775161743,0.08869171143,1.064777374,0.7162094116
0.9375,-1.291275024,-0.4472732544,-3.584384918,0.1635551453,-0.518321991,0.114440918,-0.9799003601,0.0901222229,1.077651978,0.7286071777
0.9441666667,-0.8163452148,-0.4358291626,-3.555297852,0.1659393311,-0.4758834839,0.114440918,-0.9760856628,0.08964538574,1.106262207,0.7419586182
0.9508333333,-0.3275871277,-0.4205703735,-3.527641296,0.1664161682,-0.4358291626,0.1139640808,-0.9655952454,0.08821487427,1.139640808,0.7562637329
0.9575,0.17786026,-0.4005432129,-3.497600555,0.1659393311,-0.4301071167,0.1149177551,-0.9698867798,0.08630752563,1.191139221,0.7696151733
0.9641666667,0.714302063,-0.3752708435,-3.47661972,0.1645088196,-0.4425048828,0.1173019409,-0.9822845459,0.08487701416,1.2550354,0.7820129395
0.9708333333,1.257419586,-0.3447532654,-3.46660614,0.159740448,-0.4682540894,0.1220703125,-0.9870529175,0.084400177,1.315116882,0.7948875427
0.9775,1.809120178,-0.31042099,-3.475666046,0.1559257507,-0.509262085,0.1239776611,-0.9779930115,0.08392333984,1.368999481,0.8096694946
0.9841666667,2.388000488,-0.2698898315,-3.509998322,0.1535415649,-0.5445480347,0.1249313354,-0.9622573853,0.08296966553,1.398086548,0.8282661438
0.9908333333,2.982139587,-0.2241134644,-3.548145294,0.1530647278,-0.5769729614,0.1244544983,-0.9717941284,0.08201599121,1.434326172,0.8487701416
0.9975,3.598690033,-0.1740455627,-3.582954407,0.1521110535,-0.5693435669,0.1220703125,-0.9870529175,0.08058547974,1.475811005,0.8716583252
1.004166667,4.215717316,-0.1201629639,-3.601551056,0.1516342163,-0.5578994751,0.1187324524,-0.997543335,0.07963180542,1.528263092,0.8945465088
1.010833333,4.860877991,-0.06294250488,-3.613948822,0.1516342163,-0.5497932434,0.1149177551,-1.01184845,0.07772445679,1.589298248,0.9155273438
1.0175,5.537509918,0.0009536743164,-3.619670868,0.1521110535,-0.5435943604,0.114440918,-1.042842865,0.07486343384,1.641273499,0.9336471558
1.024166667,6.24370575,0.07009506226,-3.60584259,0.1530647278,-0.5459785461,0.1149177551,-1.095294952,0.07247924805,1.708984375,0.9489059448
1.030833333,6.988525391,0.1440048218,-3.580093384,0.1535415649,-0.5340576172,0.1168251038,-1.11579895,0.07152557373,1.776695251,0.9622573853
1.0375,7.738113403,0.2222061157,-3.547668457,0.1530647278,-0.5354881287,0.1187324524,-1.11579895,0.07200241089,1.840591431,0.9732246399
1.044166667,8.497714996,0.3051757813,-3.539562225,0.1525878906,-0.5369186401,0.1230239868,-1.10578537,0.07152557373,1.886367798,0.985622406
1.050833333,9.23538208,0.391960144,-3.537654877,0.1544952393,-0.5488395691,0.1277923584,-1.10578537,0.07200241089,1.916408539,0.9999275208
1.0575,9.9568367,0.4796981812,-3.53717804,0.1578330994,-0.5693435669,0.1316070557,-1.108646393,0.07295608521,1.956939697,1.015663147
1.064166667,10.6549263,0.5693435669,-3.550052643,0.1587867737,-0.5831718445,0.1358985901,-1.097202301,0.07390975952,1.996994019,1.029968262
1.070833333,11.31105423,0.6613731384,-3.565311432,0.159740448,-0.6055831909,0.1406669617,-1.099586487,0.07343292236,2.034187317,1.042842865
1.0775,11.95287704,0.7548332214,-3.592967987,0.1611709595,-0.6127357483,0.1454353333,-1.09577179,0.07152557373,2.047538757,1.056194305
1.084166667,12.58134842,0.8482933044,-3.598213196,0.1611709595,-0.6141662598,0.1473426819,-1.085758209,0.06866455078,2.035140991,1.067638397
1.090833333,13.20791245,0.9398460388,-3.606319427,0.1587867737,-0.6036758423,0.1473426819,-1.058578491,0.06675720215,2.016067505,1.075744629
1.0975,13.80205154,1.029968262,-3.612041473,0.1544952393,-0.5822181702,0.1459121704,-1.033306122,0.06628036499,1.994609833,1.080989838
1.104166667,14.34421539,1.116752625,-3.610134125,0.1525878906,-0.5688667297,0.1440048218,-1.02853775,0.06771087646,1.976966858,1.085281372
1.110833333,14.84680176,1.200675964,-3.615379333,0.1502037048,-0.5598068237,0.1411437988,-1.03521347,0.07009506226,1.945495605,1.088142395
1.1175,15.29359818,1.280784607,-3.608226776,0.1487731934,-0.5588531494,0.1358985901,-1.072406769,0.07438659668,1.924991608,1.089572906
1.124166667,15.68412781,1.359462738,-3.613948822,0.1473426819,-0.5521774292,0.1311302185,-1.117229462,0.07915496826,1.918315887,1.090526581
